stormID,name,numPositions,year,month_formed
AL011851,UNNAMED,14,1851,6
AL021851,UNNAMED,1,1851,7
AL031851,UNNAMED,1,1851,7
AL041851,UNNAMED,49,1851,8
AL051851,UNNAMED,16,1851,9
AL061851,UNNAMED,17,1851,10
AL011852,UNNAMED,45,1852,8
AL021852,UNNAMED,8,1852,9
AL031852,UNNAMED,20,1852,9
AL041852,UNNAMED,36,1852,9
AL051852,UNNAMED,25,1852,10
AL011853,UNNAMED,1,1853,8
AL021853,UNNAMED,1,1853,8
AL031853,UNNAMED,48,1853,8
AL041853,UNNAMED,12,1853,9
AL051853,UNNAMED,1,1853,9
AL061853,UNNAMED,22,1853,9
AL071853,UNNAMED,1,1853,9
AL081853,UNNAMED,14,1853,10
AL011854,UNNAMED,11,1854,6
AL021854,UNNAMED,1,1854,8
AL031854,UNNAMED,25,1854,9
AL041854,UNNAMED,11,1854,9
AL051854,UNNAMED,12,1854,10
AL011855,UNNAMED,1,1855,8
AL021855,UNNAMED,6,1855,8
AL031855,UNNAMED,1,1855,8
AL041855,UNNAMED,16,1855,8
AL051855,UNNAMED,11,1855,9
AL011856,UNNAMED,14,1856,8
AL021856,UNNAMED,8,1856,8
AL031856,UNNAMED,12,1856,8
AL041856,UNNAMED,1,1856,8
AL051856,UNNAMED,40,1856,8
AL061856,UNNAMED,20,1856,9
AL011857,UNNAMED,8,1857,6
AL021857,UNNAMED,47,1857,9
AL031857,UNNAMED,20,1857,9
AL041857,UNNAMED,29,1857,9
AL011858,UNNAMED,1,1858,6
AL021858,UNNAMED,1,1858,8
AL031858,UNNAMED,16,1858,9
AL041858,UNNAMED,32,1858,9
AL051858,UNNAMED,14,1858,9
AL061858,UNNAMED,22,1858,10
AL011859,UNNAMED,1,1859,7
AL021859,UNNAMED,12,1859,8
AL031859,UNNAMED,6,1859,9
AL041859,UNNAMED,7,1859,9
AL051859,UNNAMED,16,1859,9
AL061859,UNNAMED,20,1859,10
AL071859,UNNAMED,11,1859,10
AL081859,UNNAMED,24,1859,10
AL011860,UNNAMED,35,1860,8
AL021860,UNNAMED,12,1860,8
AL041860,UNNAMED,23,1860,9
AL031860,UNNAMED,1,1860,9
AL051860,UNNAMED,16,1860,9
AL061860,UNNAMED,17,1860,9
AL071860,UNNAMED,18,1860,10
AL011861,UNNAMED,28,1861,7
AL021861,UNNAMED,18,1861,8
AL031861,UNNAMED,24,1861,8
AL041861,UNNAMED,1,1861,9
AL051861,UNNAMED,7,1861,9
AL061861,UNNAMED,16,1861,10
AL071861,UNNAMED,1,1861,10
AL081861,UNNAMED,15,1861,11
AL011862,UNNAMED,12,1862,6
AL021862,UNNAMED,13,1862,8
AL031862,UNNAMED,34,1862,9
AL041862,UNNAMED,1,1862,10
AL051862,UNNAMED,14,1862,10
AL061862,UNNAMED,14,1862,11
AL011863,UNNAMED,8,1863,8
AL021863,UNNAMED,8,1863,8
AL031863,UNNAMED,18,1863,8
AL041863,UNNAMED,8,1863,8
AL051863,UNNAMED,32,1863,9
AL061863,UNNAMED,15,1863,9
AL071863,UNNAMED,6,1863,9
AL081863,UNNAMED,4,1863,9
AL091863,UNNAMED,12,1863,9
AL011864,UNNAMED,12,1864,7
AL021864,UNNAMED,1,1864,7
AL031864,UNNAMED,26,1864,8
AL041864,UNNAMED,16,1864,9
AL051864,UNNAMED,12,1864,10
AL011865,UNNAMED,1,1865,5
AL021865,UNNAMED,1,1865,6
AL031865,UNNAMED,20,1865,8
AL041865,UNNAMED,37,1865,9
AL051865,UNNAMED,1,1865,9
AL061865,UNNAMED,1,1865,9
AL071865,UNNAMED,34,1865,10
AL011866,UNNAMED,19,1866,7
AL021866,UNNAMED,22,1866,8
AL031866,UNNAMED,14,1866,9
AL041866,UNNAMED,1,1866,9
AL051866,UNNAMED,12,1866,9
AL061866,UNNAMED,48,1866,9
AL071866,UNNAMED,7,1866,10
AL011867,UNNAMED,11,1867,6
AL021867,UNNAMED,28,1867,7
AL031867,UNNAMED,1,1867,8
AL041867,UNNAMED,16,1867,8
AL051867,UNNAMED,1,1867,9
AL061867,UNNAMED,10,1867,9
AL071867,UNNAMED,34,1867,10
AL081867,UNNAMED,1,1867,10
AL091867,UNNAMED,17,1867,10
AL011868,UNNAMED,18,1868,9
AL021868,UNNAMED,29,1868,10
AL031868,UNNAMED,12,1868,10
AL041868,UNNAMED,12,1868,10
AL011869,UNNAMED,4,1869,8
AL021869,UNNAMED,9,1869,8
AL031869,UNNAMED,4,1869,8
AL041869,UNNAMED,8,1869,9
AL051869,UNNAMED,9,1869,9
AL061869,UNNAMED,12,1869,9
AL071869,UNNAMED,32,1869,9
AL081869,UNNAMED,1,1869,9
AL091869,UNNAMED,1,1869,10
AL101869,UNNAMED,10,1869,10
AL011870,UNNAMED,1,1870,7
AL021870,UNNAMED,24,1870,8
AL031870,UNNAMED,16,1870,9
AL041870,UNNAMED,20,1870,9
AL051870,UNNAMED,16,1870,9
AL061870,UNNAMED,40,1870,10
AL071870,UNNAMED,1,1870,10
AL081870,UNNAMED,6,1870,10
AL091870,UNNAMED,18,1870,10
AL101870,UNNAMED,1,1870,10
AL111870,UNNAMED,20,1870,10
AL011871,UNNAMED,21,1871,6
AL021871,UNNAMED,13,1871,6
AL031871,UNNAMED,41,1871,8
AL041871,UNNAMED,57,1871,8
AL051871,UNNAMED,16,1871,8
AL061871,UNNAMED,17,1871,9
AL071871,UNNAMED,33,1871,9
AL081871,UNNAMED,14,1871,10
AL011872,UNNAMED,22,1872,7
AL021872,UNNAMED,56,1872,8
AL031872,UNNAMED,48,1872,9
AL041872,UNNAMED,28,1872,9
AL051872,UNNAMED,28,1872,10
AL011873,UNNAMED,8,1873,6
AL021873,UNNAMED,64,1873,8
AL031873,UNNAMED,13,1873,9
AL041873,UNNAMED,13,1873,9
AL051873,UNNAMED,59,1873,9
AL011874,UNNAMED,15,1874,7
AL021874,UNNAMED,20,1874,8
AL031874,UNNAMED,42,1874,8
AL041874,UNNAMED,24,1874,9
AL051874,UNNAMED,16,1874,9
AL061874,UNNAMED,27,1874,9
AL071874,UNNAMED,20,1874,10
AL011875,UNNAMED,16,1875,8
AL021875,UNNAMED,40,1875,9
AL031875,UNNAMED,45,1875,9
AL041875,UNNAMED,18,1875,9
AL051875,UNNAMED,16,1875,10
AL061875,UNNAMED,20,1875,10
AL011876,UNNAMED,12,1876,9
AL021876,UNNAMED,33,1876,9
AL031876,UNNAMED,12,1876,9
AL041876,UNNAMED,26,1876,9
AL051876,UNNAMED,49,1876,10
AL011877,UNNAMED,18,1877,8
AL021877,UNNAMED,34,1877,9
AL031877,UNNAMED,28,1877,9
AL041877,UNNAMED,61,1877,9
AL051877,UNNAMED,24,1877,9
AL061877,UNNAMED,24,1877,10
AL071877,UNNAMED,19,1877,10
AL081877,UNNAMED,12,1877,11
AL011878,UNNAMED,13,1878,7
AL021878,UNNAMED,45,1878,8
AL031878,UNNAMED,12,1878,8
AL041878,UNNAMED,24,1878,8
AL051878,UNNAMED,55,1878,9
AL061878,UNNAMED,28,1878,9
AL071878,UNNAMED,60,1878,9
AL081878,UNNAMED,29,1878,10
AL091878,UNNAMED,32,1878,10
AL101878,UNNAMED,28,1878,10
AL111878,UNNAMED,33,1878,10
AL121878,UNNAMED,32,1878,11
AL011879,UNNAMED,16,1879,8
AL021879,UNNAMED,32,1879,8
AL031879,UNNAMED,25,1879,8
AL041879,UNNAMED,21,1879,8
AL051879,UNNAMED,21,1879,10
AL061879,UNNAMED,33,1879,10
AL071879,UNNAMED,25,1879,10
AL081879,UNNAMED,16,1879,11
AL011880,UNNAMED,19,1880,6
AL021880,UNNAMED,45,1880,8
AL031880,UNNAMED,24,1880,8
AL041880,UNNAMED,37,1880,8
AL051880,UNNAMED,40,1880,8
AL061880,UNNAMED,26,1880,9
AL071880,UNNAMED,12,1880,9
AL081880,UNNAMED,32,1880,9
AL091880,UNNAMED,25,1880,10
AL101880,UNNAMED,28,1880,10
AL111880,UNNAMED,20,1880,10
AL011881,UNNAMED,15,1881,8
AL031881,UNNAMED,32,1881,8
AL021881,UNNAMED,15,1881,8
AL041881,UNNAMED,24,1881,8
AL051881,UNNAMED,37,1881,8
AL061881,UNNAMED,21,1881,9
AL071881,UNNAMED,28,1881,9
AL011882,UNNAMED,5,1882,8
AL021882,UNNAMED,47,1882,9
AL031882,UNNAMED,10,1882,9
AL041882,UNNAMED,16,1882,9
AL051882,UNNAMED,20,1882,9
AL061882,UNNAMED,45,1882,10
AL011883,UNNAMED,44,1883,8
AL021883,UNNAMED,40,1883,8
AL031883,UNNAMED,39,1883,9
AL041883,UNNAMED,28,1883,10
AL011884,UNNAMED,24,1884,9
AL021884,UNNAMED,56,1884,9
AL031884,UNNAMED,45,1884,9
AL041884,UNNAMED,44,1884,10
AL011885,UNNAMED,36,1885,8
AL021885,UNNAMED,32,1885,8
AL031885,UNNAMED,13,1885,8
AL041885,UNNAMED,29,1885,9
AL051885,UNNAMED,16,1885,9
AL061885,UNNAMED,37,1885,9
AL071885,UNNAMED,16,1885,9
AL081885,UNNAMED,17,1885,10
AL011886,UNNAMED,12,1886,6
AL021886,UNNAMED,33,1886,6
AL031886,UNNAMED,23,1886,6
AL041886,UNNAMED,44,1886,7
AL051886,UNNAMED,40,1886,8
AL061886,UNNAMED,52,1886,8
AL071886,UNNAMED,22,1886,8
AL081886,UNNAMED,36,1886,9
AL091886,UNNAMED,36,1886,9
AL101886,UNNAMED,25,1886,10
AL111886,UNNAMED,24,1886,10
AL121886,UNNAMED,21,1886,10
AL011887,UNNAMED,22,1887,5
AL021887,UNNAMED,20,1887,5
AL031887,UNNAMED,15,1887,6
AL041887,UNNAMED,37,1887,7
AL051887,UNNAMED,36,1887,7
AL061887,UNNAMED,38,1887,8
AL071887,UNNAMED,39,1887,8
AL081887,UNNAMED,23,1887,9
AL091887,UNNAMED,47,1887,9
AL101887,UNNAMED,17,1887,9
AL111887,UNNAMED,11,1887,10
AL121887,UNNAMED,8,1887,10
AL131887,UNNAMED,53,1887,10
AL141887,UNNAMED,11,1887,10
AL151887,UNNAMED,18,1887,10
AL161887,UNNAMED,35,1887,10
AL171887,UNNAMED,30,1887,11
AL181887,UNNAMED,26,1887,12
AL191887,UNNAMED,23,1887,12
AL011888,UNNAMED,12,1888,6
AL021888,UNNAMED,10,1888,7
AL031888,UNNAMED,44,1888,8
AL041888,UNNAMED,34,1888,8
AL051888,UNNAMED,28,1888,9
AL061888,UNNAMED,18,1888,9
AL071888,UNNAMED,20,1888,10
AL081888,UNNAMED,31,1888,11
AL091888,UNNAMED,64,1888,11
AL011889,UNNAMED,24,1889,5
AL021889,UNNAMED,25,1889,6
AL031889,UNNAMED,39,1889,8
AL041889,UNNAMED,48,1889,9
AL051889,UNNAMED,40,1889,9
AL061889,UNNAMED,61,1889,9
AL071889,UNNAMED,31,1889,9
AL081889,UNNAMED,29,1889,9
AL091889,UNNAMED,27,1889,10
AL011890,UNNAMED,10,1890,5
AL021890,UNNAMED,41,1890,8
AL031890,UNNAMED,33,1890,8
AL041890,UNNAMED,6,1890,10
AL011891,UNNAMED,22,1891,7
AL021891,UNNAMED,51,1891,8
AL031891,UNNAMED,31,1891,8
AL041891,UNNAMED,34,1891,9
AL051891,UNNAMED,44,1891,9
AL061891,UNNAMED,39,1891,9
AL071891,UNNAMED,25,1891,10
AL081891,UNNAMED,35,1891,10
AL091891,UNNAMED,34,1891,10
AL101891,UNNAMED,13,1891,11
AL011892,UNNAMED,33,1892,6
AL021892,UNNAMED,40,1892,8
AL031892,UNNAMED,58,1892,9
AL041892,UNNAMED,37,1892,9
AL051892,UNNAMED,48,1892,9
AL061892,UNNAMED,11,1892,9
AL071892,UNNAMED,45,1892,10
AL081892,UNNAMED,30,1892,10
AL091892,UNNAMED,35,1892,10
AL011893,UNNAMED,36,1893,6
AL021893,UNNAMED,14,1893,7
AL031893,UNNAMED,50,1893,8
AL041893,UNNAMED,47,1893,8
AL051893,UNNAMED,16,1893,8
AL061893,UNNAMED,75,1893,8
AL071893,UNNAMED,39,1893,8
AL081893,UNNAMED,24,1893,9
AL091893,UNNAMED,84,1893,9
AL101893,UNNAMED,35,1893,9
AL111893,UNNAMED,16,1893,10
AL121893,UNNAMED,32,1893,11
AL011894,UNNAMED,16,1894,6
AL021894,UNNAMED,19,1894,8
AL031894,UNNAMED,44,1894,8
AL041894,UNNAMED,57,1894,9
AL051894,UNNAMED,49,1894,10
AL061894,UNNAMED,40,1894,10
AL071894,UNNAMED,42,1894,10
AL011895,UNNAMED,17,1895,8
AL021895,UNNAMED,36,1895,8
AL031895,UNNAMED,39,1895,9
AL041895,UNNAMED,24,1895,10
AL051895,UNNAMED,59,1895,10
AL061895,UNNAMED,17,1895,10
AL011896,UNNAMED,34,1896,7
AL021896,UNNAMED,52,1896,8
AL031896,UNNAMED,43,1896,9
AL041896,UNNAMED,35,1896,9
AL051896,UNNAMED,40,1896,10
AL061896,UNNAMED,59,1896,10
AL071896,UNNAMED,12,1896,11
AL011897,UNNAMED,43,1897,8
AL021897,UNNAMED,16,1897,9
AL031897,UNNAMED,25,1897,9
AL041897,UNNAMED,20,1897,9
AL051897,UNNAMED,54,1897,10
AL061897,UNNAMED,36,1897,10
AL011898,UNNAMED,10,1898,8
AL021898,UNNAMED,12,1898,8
AL031898,UNNAMED,12,1898,9
AL041898,UNNAMED,61,1898,9
AL051898,UNNAMED,43,1898,9
AL061898,UNNAMED,35,1898,9
AL071898,UNNAMED,49,1898,9
AL081898,UNNAMED,13,1898,9
AL091898,UNNAMED,51,1898,10
AL101898,UNNAMED,12,1898,10
AL111898,UNNAMED,35,1898,10
AL011899,UNNAMED,7,1899,6
AL021899,UNNAMED,24,1899,7
AL031899,UNNAMED,133,1899,8
AL041899,UNNAMED,43,1899,8
AL051899,UNNAMED,52,1899,9
AL061899,UNNAMED,26,1899,10
AL071899,UNNAMED,17,1899,10
AL081899,UNNAMED,14,1899,10
AL091899,UNNAMED,41,1899,10
AL101899,UNNAMED,16,1899,11
AL011900,UNNAMED,81,1900,8
AL021900,UNNAMED,50,1900,9
AL031900,UNNAMED,62,1900,9
AL041900,UNNAMED,21,1900,9
AL051900,UNNAMED,42,1900,10
AL061900,UNNAMED,24,1900,10
AL071900,UNNAMED,24,1900,10
AL011901,UNNAMED,21,1901,6
AL021901,UNNAMED,39,1901,7
AL031901,UNNAMED,42,1901,7
AL041901,UNNAMED,71,1901,8
AL051901,UNNAMED,18,1901,8
AL061901,UNNAMED,22,1901,8
AL071901,UNNAMED,55,1901,8
AL081901,UNNAMED,44,1901,9
AL091901,UNNAMED,24,1901,9
AL101901,UNNAMED,48,1901,9
AL111901,UNNAMED,39,1901,10
AL121901,UNNAMED,16,1901,10
AL131901,UNNAMED,30,1901,10
AL011902,UNNAMED,23,1902,6
AL021902,UNNAMED,37,1902,6
AL031902,UNNAMED,39,1902,9
AL041902,UNNAMED,44,1902,10
AL051902,UNNAMED,24,1902,11
AL011903,UNNAMED,24,1903,7
AL021903,UNNAMED,43,1903,8
AL031903,UNNAMED,33,1903,9
AL041903,UNNAMED,25,1903,9
AL051903,UNNAMED,32,1903,9
AL061903,UNNAMED,19,1903,9
AL071903,UNNAMED,40,1903,10
AL081903,UNNAMED,24,1903,10
AL091903,UNNAMED,27,1903,10
AL101903,UNNAMED,35,1903,11
AL011904,UNNAMED,18,1904,6
AL021904,UNNAMED,33,1904,9
AL031904,UNNAMED,28,1904,9
AL041904,UNNAMED,41,1904,10
AL051904,UNNAMED,27,1904,10
AL061904,UNNAMED,26,1904,10
AL011905,UNNAMED,10,1905,9
AL021905,UNNAMED,22,1905,9
AL031905,UNNAMED,28,1905,9
AL041905,UNNAMED,51,1905,10
AL051905,UNNAMED,28,1905,10
AL011906,UNNAMED,27,1906,6
AL021906,UNNAMED,41,1906,6
AL031906,UNNAMED,15,1906,8
AL041906,UNNAMED,74,1906,8
AL051906,UNNAMED,63,1906,9
AL061906,UNNAMED,45,1906,9
AL071906,UNNAMED,44,1906,9
AL081906,UNNAMED,65,1906,10
AL091906,UNNAMED,15,1906,10
AL101906,UNNAMED,23,1906,10
AL111906,UNNAMED,22,1906,11
AL011907,UNNAMED,27,1907,6
AL021907,UNNAMED,23,1907,9
AL031907,UNNAMED,13,1907,9
AL041907,UNNAMED,12,1907,10
AL051907,UNNAMED,28,1907,11
AL011908,UNNAMED,14,1908,3
AL021908,UNNAMED,32,1908,5
AL031908,UNNAMED,43,1908,7
AL041908,UNNAMED,25,1908,7
AL051908,UNNAMED,15,1908,8
AL061908,UNNAMED,50,1908,9
AL071908,UNNAMED,10,1908,9
AL081908,UNNAMED,66,1908,9
AL091908,UNNAMED,20,1908,10
AL101908,UNNAMED,18,1908,10
AL011909,UNNAMED,20,1909,6
AL021909,UNNAMED,22,1909,6
AL031909,UNNAMED,36,1909,6
AL041909,UNNAMED,38,1909,7
AL051909,UNNAMED,20,1909,8
AL061909,UNNAMED,34,1909,8
AL071909,UNNAMED,14,1909,8
AL081909,UNNAMED,17,1909,8
AL091909,UNNAMED,35,1909,9
AL101909,UNNAMED,21,1909,9
AL111909,UNNAMED,30,1909,10
AL121909,UNNAMED,26,1909,11
AL011910,UNNAMED,27,1910,8
AL021910,UNNAMED,22,1910,8
AL031910,UNNAMED,44,1910,9
AL041910,UNNAMED,23,1910,9
AL051910,UNNAMED,59,1910,10
AL011911,UNNAMED,31,1911,8
AL021911,UNNAMED,26,1911,8
AL031911,UNNAMED,35,1911,8
AL041911,UNNAMED,38,1911,9
AL051911,UNNAMED,22,1911,9
AL061911,UNNAMED,25,1911,10
AL011912,UNNAMED,42,1912,6
AL021912,UNNAMED,22,1912,7
AL031912,UNNAMED,20,1912,9
AL041912,UNNAMED,21,1912,9
AL051912,UNNAMED,30,1912,10
AL061912,UNNAMED,27,1912,10
AL071912,UNNAMED,43,1912,11
AL011913,UNNAMED,33,1913,6
AL021913,UNNAMED,10,1913,8
AL031913,UNNAMED,70,1913,8
AL041913,UNNAMED,22,1913,8
AL051913,UNNAMED,36,1913,10
AL061913,UNNAMED,10,1913,10
AL011914,UNNAMED,19,1914,9
AL011915,UNNAMED,22,1915,7
AL021915,UNNAMED,75,1915,8
AL031915,UNNAMED,59,1915,8
AL041915,UNNAMED,27,1915,8
AL051915,UNNAMED,16,1915,9
AL061915,UNNAMED,42,1915,9
AL011916,UNNAMED,19,1916,5
AL021916,UNNAMED,51,1916,6
AL031916,UNNAMED,52,1916,7
AL041916,UNNAMED,20,1916,7
AL051916,UNNAMED,10,1916,8
AL061916,UNNAMED,33,1916,8
AL071916,UNNAMED,22,1916,8
AL081916,UNNAMED,26,1916,8
AL091916,UNNAMED,11,1916,9
AL101916,UNNAMED,35,1916,9
AL111916,UNNAMED,31,1916,9
AL121916,UNNAMED,13,1916,10
AL131916,UNNAMED,36,1916,10
AL141916,UNNAMED,43,1916,10
AL151916,UNNAMED,22,1916,11
AL011917,UNNAMED,33,1917,7
AL021917,UNNAMED,24,1917,8
AL031917,UNNAMED,35,1917,8
AL041917,UNNAMED,43,1917,9
AL011918,UNNAMED,28,1918,8
AL021918,UNNAMED,18,1918,8
AL031918,UNNAMED,15,1918,8
AL041918,UNNAMED,23,1918,8
AL051918,UNNAMED,27,1918,9
AL061918,UNNAMED,23,1918,9
AL011919,UNNAMED,16,1919,7
AL031919,UNNAMED,13,1919,9
AL021919,UNNAMED,59,1919,9
AL041919,UNNAMED,14,1919,9
AL051919,UNNAMED,24,1919,11
AL011920,UNNAMED,38,1920,9
AL021920,UNNAMED,30,1920,9
AL031920,UNNAMED,20,1920,9
AL041920,UNNAMED,18,1920,9
AL051920,UNNAMED,24,1920,9
AL011921,UNNAMED,43,1921,6
AL021921,UNNAMED,16,1921,9
AL031921,UNNAMED,48,1921,9
AL041921,UNNAMED,28,1921,9
AL051921,UNNAMED,36,1921,10
AL061921,UNNAMED,43,1921,10
AL071921,UNNAMED,28,1921,11
AL011922,UNNAMED,18,1922,6
AL021922,UNNAMED,62,1922,9
AL031922,UNNAMED,29,1922,9
AL041922,UNNAMED,46,1922,10
AL051922,UNNAMED,24,1922,10
AL011923,UNNAMED,28,1923,6
AL021923,UNNAMED,39,1923,9
AL031923,UNNAMED,17,1923,9
AL041923,UNNAMED,21,1923,9
AL051923,UNNAMED,41,1923,9
AL061923,UNNAMED,22,1923,10
AL071923,UNNAMED,21,1923,10
AL081923,UNNAMED,23,1923,10
AL091923,UNNAMED,12,1923,10
AL011924,UNNAMED,14,1924,6
AL021924,UNNAMED,11,1924,7
AL031924,UNNAMED,50,1924,8
AL041924,UNNAMED,48,1924,8
AL051924,UNNAMED,29,1924,9
AL061924,UNNAMED,12,1924,9
AL071924,UNNAMED,48,1924,9
AL081924,UNNAMED,18,1924,9
AL091924,UNNAMED,16,1924,10
AL101924,UNNAMED,40,1924,10
AL111924,UNNAMED,38,1924,11
AL011925,UNNAMED,14,1925,8
AL021925,UNNAMED,11,1925,8
AL031925,UNNAMED,8,1925,9
AL041925,UNNAMED,36,1925,11
AL011926,UNNAMED,47,1926,7
AL021926,UNNAMED,42,1926,7
AL031926,UNNAMED,31,1926,8
AL041926,UNNAMED,95,1926,9
AL051926,UNNAMED,19,1926,9
AL061926,UNNAMED,27,1926,9
AL071926,UNNAMED,46,1926,9
AL081926,UNNAMED,42,1926,9
AL091926,UNNAMED,11,1926,10
AL101926,UNNAMED,57,1926,10
AL111926,UNNAMED,18,1926,11
AL011927,UNNAMED,45,1927,8
AL021927,UNNAMED,39,1927,9
AL031927,UNNAMED,28,1927,9
AL041927,UNNAMED,36,1927,9
AL051927,UNNAMED,17,1927,9
AL061927,UNNAMED,14,1927,10
AL071927,UNNAMED,20,1927,10
AL081927,UNNAMED,12,1927,11
AL011928,UNNAMED,46,1928,8
AL021928,UNNAMED,42,1928,8
AL031928,UNNAMED,29,1928,9
AL041928,UNNAMED,62,1928,9
AL051928,UNNAMED,20,1928,9
AL061928,UNNAMED,22,1928,10
AL011929,UNNAMED,15,1929,6
AL021929,UNNAMED,67,1929,9
AL031929,UNNAMED,20,1929,9
AL041929,UNNAMED,22,1929,10
AL051929,UNNAMED,15,1929,10
AL011930,UNNAMED,50,1930,8
AL021930,UNNAMED,81,1930,8
AL031930,UNNAMED,12,1930,10
AL011931,UNNAMED,19,1931,6
AL021931,UNNAMED,26,1931,7
AL031931,UNNAMED,34,1931,8
AL041931,UNNAMED,21,1931,8
AL051931,UNNAMED,13,1931,9
AL061931,UNNAMED,28,1931,9
AL071931,UNNAMED,33,1931,9
AL081931,UNNAMED,25,1931,9
AL091931,UNNAMED,13,1931,10
AL101931,UNNAMED,18,1931,10
AL111931,UNNAMED,18,1931,11
AL121931,UNNAMED,22,1931,11
AL131931,UNNAMED,15,1931,11
AL011932,UNNAMED,23,1932,5
AL021932,UNNAMED,17,1932,8
AL031932,UNNAMED,39,1932,8
AL041932,UNNAMED,73,1932,8
AL051932,UNNAMED,16,1932,9
AL061932,UNNAMED,38,1932,9
AL071932,UNNAMED,44,1932,9
AL081932,UNNAMED,17,1932,9
AL091932,UNNAMED,31,1932,9
AL101932,UNNAMED,10,1932,9
