stormID,name,numPositions,year,month_formed
AL161978,GRETA,26,1978,9
AL171978,UNNAMED,45,1978,9
AL181978,UNNAMED,9,1978,9
AL191978,IRMA,14,1978,10
AL201978,JULIET,16,1978,10
AL211978,UNNAMED,18,1978,10
AL221978,UNNAMED,13,1978,10
AL231978,KENDRA,24,1978,10
AL241978,UNNAMED,9,1978,11
AL011979,UNNAMED,22,1979,6
AL021979,ANA,19,1979,6
AL031979,UNNAMED,21,1979,7
AL041979,BOB,29,1979,7
AL051979,UNNAMED,14,1979,7
AL061979,CLAUDETTE,57,1979,7
AL071979,UNNAMED,14,1979,7
AL081979,UNNAMED,25,1979,7
AL091979,DAVID,55,1979,8
AL101979,UNNAMED,13,1979,8
AL111979,FREDERIC,68,1979,8
AL121979,ELENA,13,1979,8
AL131979,UNNAMED,21,1979,9
AL141979,GLORIA,44,1979,9
AL151979,HENRI,39,1979,9
AL161979,UNNAMED,21,1979,9
AL171979,UNNAMED,33,1979,10
AL181979,UNNAMED,9,1979,10
AL191979,UNNAMED,21,1979,10
AL201979,UNNAMED,11,1979,11
AL011980,UNNAMED,17,1980,7
AL021980,UNNAMED,17,1980,7
AL031980,UNNAMED,17,1980,7
AL041980,ALLEN,46,1980,7
AL051980,UNNAMED,17,1980,8
AL061980,BONNIE,24,1980,8
AL071980,CHARLEY,22,1980,8
AL081980,UNNAMED,17,1980,8
AL091980,GEORGES,32,1980,9
AL101980,EARL,27,1980,9
AL111980,DANIELLE,12,1980,9
AL121980,FRANCES,61,1980,9
AL131980,HERMINE,23,1980,9
AL141980,IVAN,45,1980,10
AL151980,UNNAMED,9,1980,10
AL161980,JEANNE,35,1980,11
AL171980,UNNAMED,25,1980,11
AL181980,KARL,13,1980,11
AL011981,UNNAMED,5,1981,4
AL021981,UNNAMED,10,1981,4
AL031981,ARLENE,11,1981,5
AL041981,UNNAMED,11,1981,6
AL051981,UNNAMED,7,1981,6
AL061981,BRET,9,1981,6
AL071981,UNNAMED,8,1981,7
AL081981,UNNAMED,7,1981,7
AL091981,CINDY,12,1981,8
AL101981,DENNIS,60,1981,8
AL111981,UNNAMED,19,1981,8
AL121981,UNNAMED,12,1981,8
AL131981,EMILY,47,1981,8
AL141981,FLOYD,37,1981,9
AL151981,GERT,36,1981,9
AL161981,HARVEY,34,1981,9
AL171981,UNNAMED,11,1981,9
AL181981,IRENE,48,1981,9
AL191981,UNNAMED,36,1981,9
AL201981,JOSE,15,1981,10
AL211981,KATRINA,20,1981,11
AL221981,UNNAMED,20,1981,11
AL011982,ALBERTO,17,1982,6
AL021982,UNNAMED,12,1982,6
AL031982,BERYL,37,1982,8
AL041982,UNNAMED,15,1982,9
AL051982,CHRIS,16,1982,9
AL061982,DEBBY,30,1982,9
AL071982,UNNAMED,15,1982,9
AL081982,ERNESTO,11,1982,9
AL011983,UNNAMED,22,1983,7
AL021983,UNNAMED,25,1983,7
AL031983,ALICIA,25,1983,8
AL041983,BARRY,26,1983,8
AL051983,CHANTAL,20,1983,9
AL061983,DEAN,17,1983,9
AL011984,UNNAMED,11,1984,6
AL021984,UNNAMED,8,1984,6
AL031984,UNNAMED,11,1984,7
AL041984,UNNAMED,10,1984,8
AL051984,UNNAMED,14,1984,8
AL061984,ARTHUR,33,1984,8
AL071984,BERTHA,22,1984,8
AL081984,CESAR,12,1984,8
AL091984,UNNAMED,8,1984,9
AL101984,DIANA,33,1984,9
AL111984,EDOUARD,7,1984,9
AL121984,FRAN,21,1984,9
AL131984,GUSTAV,11,1984,9
AL141984,HORTENSE,40,1984,9
AL151984,ISIDORE,25,1984,9
AL161984,JOSEPHINE,56,1984,10
AL171984,UNNAMED,12,1984,10
AL181984,KLAUS,33,1984,11
AL191984,UNNAMED,20,1984,11
AL201984,LILI,49,1984,12
AL011985,ANA,16,1985,7
AL021985,BOB,21,1985,7
AL031985,CLAUDETTE,30,1985,8
AL041985,DANNY,37,1985,8
AL051985,ELENA,33,1985,8
AL061985,UNNAMED,21,1985,9
AL071985,UNNAMED,10,1985,9
AL081985,FABIAN,16,1985,9
AL091985,GLORIA,65,1985,9
AL101985,HENRI,15,1985,9
AL111985,ISABEL,36,1985,10
AL121985,JUAN,29,1985,10
AL131985,KATE,34,1985,11
AL141985,UNNAMED,10,1985,12
AL011986,ANDREW,16,1986,6
AL021986,BONNIE,21,1986,6
AL031986,UNNAMED,21,1986,7
AL041986,UNNAMED,7,1986,8
AL051986,CHARLEY,68,1986,8
AL061986,UNNAMED,21,1986,8
AL071986,UNNAMED,13,1986,9
AL081986,DANIELLE,14,1986,9
AL091986,EARL,38,1986,9
AL101986,FRANCES,13,1986,11
AL011987,UNNAMED,31,1987,5
AL031987,UNNAMED,32,1987,8
AL021987,ARLENE,81,1987,8
AL041987,UNNAMED,11,1987,8
AL051987,BRET,26,1987,8
AL061987,UNNAMED,14,1987,8
AL071987,CINDY,22,1987,9
AL081987,UNNAMED,12,1987,9
AL091987,UNNAMED,7,1987,9
AL101987,DENNIS,49,1987,9
AL111987,UNNAMED,17,1987,9
AL121987,EMILY,30,1987,9
AL131987,FLOYD,21,1987,10
AL141987,UNNAMED,17,1987,10
AL011988,ALBERTO,13,1988,8
AL021988,BERYL,12,1988,8
AL031988,CHRIS,39,1988,8
AL041988,DEBBY,33,1988,8
AL051988,ERNESTO,9,1988,9
AL061988,UNNAMED,13,1988,9
AL071988,FLORENCE,20,1988,9
AL081988,GILBERT,49,1988,9
AL091988,HELENE,44,1988,9
AL101988,ISAAC,12,1988,9
AL111988,JOAN,53,1988,10
AL121988,KEITH,39,1988,11
AL131988,UNNAMED,9,1988,5
AL141988,UNNAMED,7,1988,8
AL151988,UNNAMED,45,1988,8
AL161988,UNNAMED,16,1988,8
AL171988,UNNAMED,2,1988,9
AL181988,UNNAMED,6,1988,9
AL191988,UNNAMED,9,1988,10
AL011989,UNNAMED,7,1989,6
AL021989,ALLISON,29,1989,6
AL031989,BARRY,18,1989,7
AL041989,CHANTAL,16,1989,7
AL051989,DEAN,38,1989,7
AL061989,UNNAMED,36,1989,8
AL071989,ERIN,37,1989,8
AL081989,FELIX,63,1989,8
AL091989,UNNAMED,6,1989,8
AL101989,GABRIELLE,58,1989,8
AL111989,HUGO,64,1989,9
AL121989,IRIS,21,1989,9
AL131989,UNNAMED,15,1989,10
AL141989,JERRY,20,1989,10
AL151989,KAREN,24,1989,11
AL011990,UNNAMED,7,1990,5
AL021990,ARTHUR,22,1990,7
AL031990,BERTHA,37,1990,7
AL041990,CESAR,31,1990,7
AL061990,EDOUARD,44,1990,8
AL051990,DIANA,25,1990,8
AL071990,FRAN,13,1990,8
AL081990,GUSTAV,41,1990,8
AL091990,HORTENSE,26,1990,8
AL101990,ISIDORE,55,1990,9
AL111990,UNNAMED,37,1990,9
AL121990,JOSEPHINE,62,1990,9
AL131990,KLAUS,25,1990,10
AL141990,LILI,38,1990,10
AL151990,MARCO,17,1990,10
AL161990,NANA,23,1990,10
AL011991,ANA,25,1991,6
AL021991,UNNAMED,6,1991,7
AL031991,BOB,55,1991,8
AL041991,UNNAMED,7,1991,8
AL051991,UNNAMED,13,1991,8
AL061991,CLAUDETTE,43,1991,9
AL071991,DANNY,19,1991,9
AL081991,ERIKA,18,1991,9
AL091991,FABIAN,11,1991,10
AL101991,UNNAMED,5,1991,10
AL111991,GRACE,18,1991,10
AL121991,UNNAMED,22,1991,10
AL011992,UNNAMED,14,1992,4
AL021992,UNNAMED,5,1992,6
AL031992,UNNAMED,8,1992,7
AL041992,ANDREW,52,1992,8
AL051992,BONNIE,61,1992,9
AL061992,CHARLEY,31,1992,9
AL071992,DANIELLE,18,1992,9
AL081992,UNNAMED,25,1992,9
AL091992,EARL,29,1992,9
AL101992,FRANCES,31,1992,10
AL011993,UNNAMED,11,1993,5
AL021993,ARLENE,15,1993,6
AL031993,BRET,33,1993,8
AL041993,CINDY,12,1993,8
AL051993,EMILY,61,1993,8
AL061993,DENNIS,21,1993,8
AL071993,FLOYD,23,1993,9
AL081993,GERT,30,1993,9
AL091993,HARVEY,13,1993,9
AL101993,UNNAMED,5,1993,9
AL011994,ALBERTO,32,1994,6
AL021994,UNNAMED,6,1994,7
AL031994,BERYL,20,1994,8
AL041994,CHRIS,30,1994,8
AL051994,UNNAMED,9,1994,8
AL061994,DEBBY,8,1994,9
AL071994,ERNESTO,18,1994,9
AL081994,UNNAMED,10,1994,9
AL091994,UNNAMED,7,1994,9
AL101994,UNNAMED,7,1994,9
AL111994,FLORENCE,28,1994,11
AL121994,GORDON,59,1994,11
AL011995,ALLISON,35,1995,6
AL021995,BARRY,24,1995,7
AL031995,CHANTAL,41,1995,7
AL041995,DEAN,22,1995,7
AL051995,ERIN,30,1995,7
AL061995,UNNAMED,9,1995,8
AL071995,FELIX,69,1995,8
AL081995,GABRIELLE,11,1995,8
AL091995,HUMBERTO,41,1995,8
AL101995,IRIS,66,1995,8
AL111995,JERRY,22,1995,8
AL121995,KAREN,31,1995,8
AL131995,LUIS,66,1995,8
AL141995,UNNAMED,17,1995,9
AL151995,MARILYN,79,1995,9
AL161995,NOEL,45,1995,9
AL171995,OPAL,39,1995,9
AL181995,PABLO,16,1995,10
AL191995,ROXANNE,56,1995,10
AL201995,SEBASTIEN,19,1995,10
AL211995,TANYA,29,1995,10
AL011996,ARTHUR,22,1996,6
AL021996,BERTHA,51,1996,7
AL031996,CESAR,18,1996,7
AL041996,DOLLY,25,1996,8
AL051996,EDOUARD,73,1996,8
AL061996,FRAN,72,1996,8
AL071996,GUSTAV,29,1996,8
AL081996,HORTENSE,53,1996,9
AL091996,ISIDORE,33,1996,9
AL101996,JOSEPHINE,47,1996,10
AL111996,KYLE,7,1996,10
AL121996,LILI,60,1996,10
AL131996,MARCO,54,1996,11
AL011997,UNNAMED,9,1997,5
AL021997,ANA,19,1997,6
AL031997,BILL,10,1997,7
AL041997,CLAUDETTE,16,1997,7
AL051997,DANNY,47,1997,7
AL061997,UNNAMED,8,1997,7
AL071997,ERIKA,67,1997,9
AL081997,FABIAN,17,1997,10
AL091997,GRACE,13,1997,10
AL011998,ALEX,26,1998,7
AL021998,BONNIE,49,1998,8
AL031998,CHARLEY,13,1998,8
AL041998,DANIELLE,61,1998,8
AL051998,EARL,33,1998,8
AL061998,FRANCES,21,1998,9
AL071998,GEORGES,71,1998,9
AL081998,HERMINE,15,1998,9
AL091998,IVAN,36,1998,9
AL101998,JEANNE,54,1998,9
AL111998,KARL,26,1998,9
AL121998,LISA,21,1998,10
AL131998,MITCH,78,1998,10
AL141998,NICOLE,35,1998,11
AL011999,ARLENE,26,1999,6
AL021999,UNNAMED,4,1999,7
AL031999,BRET,26,1999,8
AL041999,CINDY,51,1999,8
AL051999,DENNIS,66,1999,8
AL061999,EMILY,18,1999,8
AL071999,UNNAMED,8,1999,9
AL081999,FLOYD,50,1999,9
AL091999,GERT,49,1999,9
AL101999,HARVEY,14,1999,9
AL111999,UNNAMED,10,1999,10
AL121999,UNNAMED,12,1999,10
AL131999,IRENE,34,1999,10
AL141999,JOSE,34,1999,10
AL151999,KATRINA,16,1999,10
AL161999,LENNY,39,1999,11
AL012000,UNNAMED,4,2000,6
AL022000,UNNAMED,12,2000,6
AL032000,ALBERTO,87,2000,8
AL042000,UNNAMED,13,2000,8
AL052000,BERYL,9,2000,8
AL062000,CHRIS,9,2000,8
AL072000,DEBBY,23,2000,8
AL082000,ERNESTO,10,2000,9
AL092000,UNNAMED,6,2000,9
AL102000,FLORENCE,29,2000,9
AL112000,GORDON,29,2000,9
AL122000,HELENE,42,2000,9
AL132000,ISAAC,52,2000,9
AL142000,JOYCE,28,2000,9
AL152000,KEITH,35,2000,9
AL162000,LESLIE,26,2000,10
AL172000,MICHAEL,22,2000,10
AL182000,NADINE,13,2000,10
AL192000,UNNAMED,20,2000,10
AL012001,ALLISON,57,2001,6
AL022001,UNNAMED,5,2001,7
AL032001,BARRY,25,2001,8
AL042001,CHANTAL,33,2001,8
AL052001,DEAN,29,2001,8
AL062001,ERIN,62,2001,9
AL072001,FELIX,46,2001,9
AL082001,GABRIELLE,41,2001,9
AL092001,UNNAMED,4,2001,9
AL102001,HUMBERTO,26,2001,9
AL112001,IRIS,22,2001,10
AL122001,JERRY,10,2001,10
AL132001,KAREN,19,2001,10
AL142001,LORENZO,16,2001,10
AL152001,MICHELLE,35,2001,10
AL162001,NOEL,12,2001,11
AL172001,OLGA,47,2001,11
AL012002,ARTHUR,20,2002,7
AL022002,BERTHA,23,2002,8
AL032002,CRISTOBAL,13,2002,8
AL042002,DOLLY,26,2002,8
AL052002,EDOUARD,21,2002,9
AL062002,FAY,23,2002,9
AL072002,UNNAMED,5,2002,9
AL082002,GUSTAV,30,2002,9
AL092002,HANNA,17,2002,9
AL102002,ISIDORE,55,2002,9
AL112002,JOSEPHINE,9,2002,9
AL122002,KYLE,90,2002,9
AL132002,LILI,57,2002,9
AL142002,UNNAMED,11,2002,10
AL012003,ANA,39,2003,4
AL022003,UNNAMED,4,2003,6
AL032003,BILL,21,2003,6
AL042003,CLAUDETTE,45,2003,7
AL052003,DANNY,44,2003,7
AL062003,UNNAMED,8,2003,7
AL072003,UNNAMED,7,2003,7
AL082003,ERIKA,11,2003,8
AL092003,UNNAMED,4,2003,8
AL102003,FABIAN,53,2003,8
AL112003,GRACE,13,2003,8
AL122003,HENRI,22,2003,9
AL132003,ISABEL,58,2003,9
AL142003,UNNAMED,10,2003,9
AL152003,JUAN,22,2003,9
AL162003,KATE,58,2003,9
AL172003,LARRY,42,2003,9
AL182003,MINDY,14,2003,10
AL192003,NICHOLAS,80,2003,10
AL202003,ODETTE,23,2003,12
AL212003,PETER,15,2003,12
AL012004,ALEX,25,2004,7
AL022004,BONNIE,44,2004,8
AL032004,CHARLEY,30,2004,8
AL042004,DANIELLE,46,2004,8
AL052004,EARL,9,2004,8
AL062004,FRANCES,75,2004,8
AL072004,GASTON,28,2004,8
AL082004,HERMINE,16,2004,8
AL092004,IVAN,94,2004,9
AL102004,UNNAMED,13,2004,9
AL112004,JEANNE,69,2004,9
AL122004,KARL,48,2004,9
AL132004,LISA,55,2004,9
AL142004,MATTHEW,13,2004,10
AL152004,NICOLE,8,2004,10
AL162004,OTTO,39,2004,11
AL012005,ARLENE,26,2005,6
AL022005,BRET,7,2005,6
AL032005,CINDY,34,2005,7
AL042005,DENNIS,59,2005,7
AL052005,EMILY,45,2005,7
AL062005,FRANKLIN,38,2005,7
AL072005,GERT,9,2005,7
AL082005,HARVEY,46,2005,8
AL092005,IRENE,56,2005,8
AL102005,TEN,21,2005,8
AL112005,JOSE,6,2005,8
AL122005,KATRINA,34,2005,8
AL132005,LEE,26,2005,8
AL142005,MARIA,51,2005,9
AL152005,NATE,29,2005,9
AL162005,OPHELIA,69,2005,9
AL172005,PHILIPPE,28,2005,9
AL182005,RITA,36,2005,9
AL192005,NINETEEN,9,2005,9
AL202005,STAN,17,2005,10
AL212005,UNNAMED,7,2005,10
AL222005,TAMMY,9,2005,10
AL232005,TWENTY-TWO,27,2005,10
AL242005,VINCE,15,2005,10
AL252005,WILMA,48,2005,10
AL262005,ALPHA,11,2005,10
AL272005,BETA,18,2005,10
AL282005,GAMMA,33,2005,11
AL292005,DELTA,42,2005,11
AL302005,EPSILON,43,2005,11
AL312005,ZETA,36,2005,12
AL012006,ALBERTO,38,2006,6
AL022006,UNNAMED,13,2006,7
AL032006,BERYL,18,2006,7
AL042006,CHRIS,23,2006,8
AL052006,DEBBY,26,2006,8
AL062006,ERNESTO,47,2006,8
AL072006,FLORENCE,62,2006,9
AL082006,GORDON,57,2006,9
AL092006,HELENE,62,2006,9
AL102006,ISAAC,24,2006,9
AL012007,ANDREA,31,2007,5
AL022007,BARRY,24,2007,5
AL032007,CHANTAL,23,2007,7
AL042007,DEAN,42,2007,8
AL052007,ERIN,21,2007,8
AL062007,FELIX,28,2007,8
AL072007,GABRIELLE,15,2007,9
AL082007,INGRID,26,2007,9
AL092007,HUMBERTO,11,2007,9
AL102007,TEN,4,2007,9
AL112007,JERRY,8,2007,9
AL122007,KAREN,19,2007,9
AL132007,LORENZO,14,2007,9
AL142007,MELISSA,31,2007,9
AL152007,FIFTEEN,26,2007,10
AL162007,NOEL,56,2007,10
AL172007,OLGA,25,2007,12
AL012008,ARTHUR,10,2008,5
AL022008,BERTHA,74,2008,7
AL032008,CRISTOBAL,18,2008,7
AL042008,DOLLY,31,2008,7
AL052008,EDOUARD,14,2008,8
AL062008,FAY,60,2008,8
AL072008,GUSTAV,50,2008,8
AL082008,HANNA,49,2008,8
AL092008,IKE,62,2008,9
AL102008,JOSEPHINE,33,2008,9
AL112008,KYLE,23,2008,9
AL122008,LAURA,34,2008,9
AL132008,MARCO,8,2008,10
AL142008,NANA,14,2008,10
AL152008,OMAR,32,2008,10
AL162008,SIXTEEN,8,2008,10
AL172008,PALOMA,36,2008,11
AL012009,ONE,15,2009,5
AL022009,ANA,26,2009,8
AL032009,BILL,46,2009,8
AL042009,CLAUDETTE,8,2009,8
AL052009,DANNY,12,2009,8
AL062009,ERIKA,12,2009,9
AL072009,FRED,48,2009,9
AL082009,EIGHT,7,2009,9
AL092009,GRACE,37,2009,9
AL102009,HENRI,23,2009,10
AL112009,IDA,31,2009,11
AL012010,ALEX,32,2010,6
AL022010,TWO,13,2010,7
AL032010,BONNIE,18,2010,7
AL042010,COLIN,25,2010,8
AL052010,FIVE,32,2010,8
AL062010,DANIELLE,51,2010,8
AL072010,EARL,55,2010,8
AL082010,FIONA,24,2010,8
AL092010,GASTON,30,2010,9
AL102010,HERMINE,23,2010,9
AL112010,IGOR,61,2010,9
AL122010,JULIA,51,2010,9
AL132010,KARL,22,2010,9
AL142010,LISA,38,2010,9
AL152010,MATTHEW,16,2010,9
AL162010,NICOLE,12,2010,9
AL172010,OTTO,47,2010,10
AL182010,PAULA,21,2010,10
AL192010,RICHARD,29,2010,10
AL202010,SHARY,9,2010,10
AL212010,TOMAS,54,2010,10
AL012011,ARLENE,13,2011,6
AL022011,BRET,29,2011,7
AL032011,CINDY,13,2011,7
AL042011,DON,14,2011,7
AL052011,EMILY,24,2011,8
AL062011,FRANKLIN,15,2011,8
AL072011,GERT,19,2011,8
AL082011,HARVEY,17,2011,8
AL092011,IRENE,43,2011,8
AL102011,TEN,9,2011,8
AL112011,JOSE,13,2011,8
AL122011,KATIA,64,2011,8
AL202011,UNNAMED,14,2011,8
AL132011,LEE,22,2011,9
AL142011,MARIA,42,2011,9
AL152011,NATE,23,2011,9
AL162011,OPHELIA,59,2011,9
AL172011,PHILIPPE,65,2011,9
AL182011,RINA,31,2011,10
AL192011,SEAN,28,2011,11
AL012012,ALBERTO,20,2012,5
AL022012,BERYL,33,2012,5
AL032012,CHRIS,31,2012,6
AL042012,DEBBY,18,2012,6
AL052012,ERNESTO,39,2012,8
AL062012,FLORENCE,21,2012,8
AL072012,HELENE,38,2012,8
AL082012,GORDON,26,2012,8
AL092012,ISAAC,51,2012,8
AL102012,JOYCE,12,2012,8
AL112012,KIRK,22,2012,8
AL122012,LESLIE,60,2012,8
AL132012,MICHAEL,42,2012,9
AL142012,NADINE,96,2012,9
AL152012,OSCAR,13,2012,10
AL162012,PATTY,11,2012,10
AL172012,RAFAEL,56,2012,10
AL182012,SANDY,45,2012,10
AL192012,TONY,20,2012,10
AL012013,ANDREA,14,2013,6
AL022013,BARRY,23,2013,6
AL032013,CHANTAL,13,2013,7
AL042013,DORIAN,51,2013,7
AL052013,ERIN,20,2013,8
AL062013,FERNAND,7,2013,8
AL072013,GABRIELLE,36,2013,9
AL082013,EIGHT,4,2013,9
AL092013,HUMBERTO,46,2013,9
AL102013,INGRID,22,2013,9
AL112013,JERRY,33,2013,9
AL122013,KAREN,14,2013,10
AL132013,LORENZO,21,2013,10
AL142013,MELISSA,26,2013,11
AL152013,UNNAMED,16,2013,12
AL012014,ARTHUR,47,2014,6
AL022014,TWO,17,2014,7
AL032014,BERTHA,47,2014,7
AL042014,CRISTOBAL,39,2014,8
AL052014,DOLLY,13,2014,9
AL062014,EDOUARD,47,2014,9
AL072014,FAY,14,2014,10
AL082014,GONZALO,39,2014,10
AL092014,HANNA,37,2014,10
AL012015,ANA,28,2015,5
AL022015,BILL,22,2015,6
AL032015,CLAUDETTE,15,2015,7
AL042015,DANNY,31,2015,8
AL052015,ERIKA,16,2015,8
AL062015,FRED,31,2015,8
AL072015,GRACE,17,2015,9
AL082015,HENRI,13,2015,9
AL092015,NINE,19,2015,9
AL102015,IDA,51,2015,9
AL112015,JOAQUIN,76,2015,9
AL122015,KATE,20,2015,11
AL012016,ALEX,42,2016,1
AL022016,BONNIE,56,2016,5
AL032016,COLIN,15,2016,6
AL042016,DANIELLE,12,2016,6
AL052016,EARL,20,2016,8
AL062016,FIONA,31,2016,8
AL072016,GASTON,53,2016,8
AL082016,EIGHT,21,2016,8
AL092016,HERMINE,47,2016,8
AL102016,IAN,21,2016,9
AL112016,JULIA,33,2016,9
AL122016,KARL,54,2016,9
AL132016,LISA,30,2016,9
AL142016,MATTHEW,50,2016,9
AL152016,NICOLE,63,2016,10
AL162016,OTTO,38,2016,11
AL012017,ARLENE,27,2017,4
AL022017,BRET,9,2017,6
AL032017,CINDY,20,2017,6
AL042017,FOUR,9,2017,7
AL052017,DON,7,2017,7
AL062017,EMILY,11,2017,7
AL072017,FRANKLIN,18,2017,8
AL082017,GERT,28,2017,8
AL092017,HARVEY,74,2017,8
AL112017,IRMA,66,2017,8
AL122017,JOSE,85,2017,9
AL132017,KATIA,18,2017,9
AL142017,LEE,63,2017,9
AL152017,MARIA,68,2017,9
AL162017,NATE,32,2017,10
AL172017,OPHELIA,47,2017,10
AL182017,PHILIPPE,7,2017,10
AL192017,RINA,21,2017,11
AL012018,ALBERTO,26,2018,5
AL022018,BERYL,52,2018,7
AL032018,CHRIS,50,2018,7
AL042018,DEBBY,32,2018,8
AL052018,ERNESTO,18,2018,8
AL062018,FLORENCE,79,2018,8
AL072018,GORDON,25,2018,9
AL082018,HELENE,42,2018,9
AL092018,ISAAC,31,2018,9
AL102018,JOYCE,39,2018,9
AL112018,ELEVEN,5,2018,9
AL122018,KIRK,28,2018,9
AL132018,LESLIE,89,2018,9
AL142018,MICHAEL,38,2018,10
AL152018,NADINE,18,2018,10
AL162018,OSCAR,36,2018,10
AL012019,ANDREA,7,2019,5
AL022019,BARRY,25,2019,7
AL032019,THREE,5,2019,7
AL042019,CHANTAL,25,2019,8
AL052019,DORIAN,70,2019,8
AL062019,ERIN,14,2019,8
AL072019,FERNAND,9,2019,9
AL082019,GABRIELLE,35,2019,9
AL092019,HUMBERTO,34,2019,9
AL102019,JERRY,45,2019,9
AL112019,IMELDA,9,2019,9
AL122019,KAREN,25,2019,9
AL132019,LORENZO,48,2019,9
AL142019,MELISSA,25,2019,10
AL152019,FIFTEEN,13,2019,10
AL162019,NESTOR,15,2019,10
AL172019,OLGA,10,2019,10
AL182019,PABLO,22,2019,10
AL192019,REBEKAH,23,2019,10
AL202019,SEBASTIEN,34,2019,11
